1	0	1000	0.61	id=1
2	0	1000	0.66	id=1
3	0	1000	5.4	id=1
4	0	1000	25	id=0
5	0	1000	25	id=0
6	0	1000	25	id=0
7	0	1000	25	id=0
8	0	1000	1.1	id=1
9	0	1000	18	id=1
10	0	1000	25	id=0
11	0	1000	25	id=0
12	0	1000	25	id=0
13	0	1000	25	id=0
14	0	1000	25	id=0
15	0	1000	25	id=0
16	0	1000	25	id=0
17	0	1000	25	id=0
18	0	1000	25	id=0
19	0	1000	25	id=0
20	0	1000	25	id=0
21	0	1000	25	id=0
22	0	1000	25	id=0
23	0	1000	25	id=0
24	0	1000	25	id=0
25	0	1000	25	id=0
26	0	1000	25	id=0
27	0	1000	25	id=0
28	0	1000	25	id=0
29	0	1000	25	id=0
30	0	1000	25	id=0
31	0	1000	25	id=0
32	0	1000	25	id=0
33	0	1000	25	id=0
34	0	1000	25	id=0
35	0	1000	25	id=0
36	0	1000	25	id=0
37	0	1000	25	id=0
38	0	1000	25	id=0
39	0	1000	25	id=0
40	0	1000	25	id=0
41	0	1000	25	id=0
42	0	1000	25	id=0
43	0	1000	25	id=0
44	0	1000	25	id=0
45	0	1000	25	id=0
46	0	1000	25	id=0
47	0	1000	25	id=0
48	0	1000	8.3	id=1
49	0	1000	9.3	id=1
50	0	1000	11.7	id=1
51	0	1000	17.8	id=1
52	0	1000	25	id=0
53	0	1000	25	id=0
54	0	1000	25	id=0
55	0	1000	25	id=0
56	0	1000	25	id=0
57	0	1000	25	id=0
58	0	1000	25	id=0
59	0	1000	25	id=0
60	0	1000	25	id=0
61	0	1000	25	id=0
62	0	1000	25	id=0
63	0	1000	25	id=0
64	0	1000	25	id=0
65	0	1000	25	id=0
66	0	1000	25	id=0
67	0	1000	25	id=0
68	0	1000	25	id=0
69	0	1000	25	id=0
70	0	1000	25	id=0
71	0	1000	25	id=0
72	0	1000	25	id=0
73	0	1000	25	id=0
74	0	1000	25	id=0
75	0	1000	25	id=0
76	0	1000	25	id=0
77	0	1000	25	id=0
78	0	1000	25	id=0
79	0	1000	25	id=0
80	0	1000	25	id=0
81	0	1000	25	id=0
82	0	1000	25	id=0
83	0	1000	25	id=0
84	0	1000	7.6	id=1
85	0	1000	25	id=0
86	0	1000	25	id=0
87	0	1000	25	id=0
88	0	1000	25	id=0
89	0	1000	25	id=0
90	0	1000	25	id=0
91	0	1000	25	id=0
92	0	1000	25	id=0
93	0	1000	25	id=0
94	0	1000	25	id=0
95	0	1000	25	id=0
96	0	1000	0.009	id=1
97	0	1000	5.4	id=1
98	0	1000	6.8	id=1
99	0	1000	7.1	id=1
100	0	1000	8	id=1
101	0	1000	20	id=1
102	0	1000	25	id=0
103	0	1000	25	id=0
104	0	1000	25	id=0
105	0	1000	25	id=0
106	0	1000	25	id=0
107	0	1000	25	id=0
108	0	1000	25	id=0
109	0	1000	25	id=0
110	0	1000	25	id=0
111	0	1000	25	id=0
112	0	1000	25	id=0
113	0	1000	25	id=0
114	0	1000	25	id=0
115	0	1000	25	id=0
116	0	1000	25	id=0
117	0	1000	25	id=0
118	0	1000	25	id=0
119	0	1000	25	id=0
120	0	1000	25	id=0
121	0	1000	25	id=0
122	0	1000	25	id=0
123	0	1000	1	id=1
124	0	1000	2.8	id=1
125	0	1000	3.3	id=1
126	0	1000	4.8	id=1
127	0	1000	4.8	id=1
128	0	1000	5.8	id=1
129	0	1000	8	id=1
130	0	1000	9.3	id=1
131	0	1000	25	id=0
132	0	1000	25	id=0
133	0	1000	25	id=0
134	0	1000	25	id=0
135	0	1000	25	id=0
136	0	1000	25	id=0
137	0	1000	25	id=0
138	0	1000	25	id=0
139	0	1000	25	id=0
140	0	1000	25	id=0
141	0	1000	25	id=0
142	0	1000	25	id=0
143	0	1000	25	id=0
144	0	1000	25	id=0
145	0	1000	25	id=0
146	0	1000	25	id=0
