ChrIII_A_nidulans_FGSC_A4	5703	6829	An_laeA_20h_HA_withCtrl_peak_1	42	.	2.74999	5.74916	4.25265	ChrIII_A_nidulans_FGSC_A4	7394	7394	AN12284	.	+	-565
ChrIII_A_nidulans_FGSC_A4	15579	15795	An_laeA_20h_HA_withCtrl_peak_4	21	.	2.28920	3.53560	2.16213	ChrIII_A_nidulans_FGSC_A4	15349	15349	AN5089	.	-	-230
ChrIII_A_nidulans_FGSC_A4	44868	45173	An_laeA_20h_HA_withCtrl_peak_5	12	.	1.95017	2.56912	1.27590	ChrIII_A_nidulans_FGSC_A4	44554	44554	AN5082	.	-	-314
ChrIII_A_nidulans_FGSC_A4	49097	49397	An_laeA_20h_HA_withCtrl_peak_6	47	.	2.82381	6.23851	4.71697	ChrIII_A_nidulans_FGSC_A4	49608	49608	AN10625	.	+	-211
ChrIII_A_nidulans_FGSC_A4	49097	49397	An_laeA_20h_HA_withCtrl_peak_6	47	.	2.82381	6.23851	4.71697	ChrIII_A_nidulans_FGSC_A4	48303	48303	AN5081	.	-	-794
ChrIII_A_nidulans_FGSC_A4	63826	65022	An_laeA_20h_HA_withCtrl_peak_8	405	.	5.88232	42.97544	40.55531	ChrIII_A_nidulans_FGSC_A4	64500	64500	AN12279	.	-	0
ChrIII_A_nidulans_FGSC_A4	63826	65022	An_laeA_20h_HA_withCtrl_peak_8	405	.	5.88232	42.97544	40.55531	ChrIII_A_nidulans_FGSC_A4	65193	65193	AN5076	.	+	-171
ChrIII_A_nidulans_FGSC_A4	71804	72177	An_laeA_20h_HA_withCtrl_peak_9	39	.	2.61711	5.39094	3.90246	ChrIII_A_nidulans_FGSC_A4	71552	71552	AN5075	.	-	-252
ChrIII_A_nidulans_FGSC_A4	90489	91688	An_laeA_20h_HA_withCtrl_peak_10	44	.	2.71373	5.92592	4.44149	ChrIII_A_nidulans_FGSC_A4	90199	90199	AN5069	.	-	-290
ChrIII_A_nidulans_FGSC_A4	92820	94713	An_laeA_20h_HA_withCtrl_peak_11	99	.	3.39408	11.60812	9.92514	ChrIII_A_nidulans_FGSC_A4	93366	93366	AN5068	.	-	0
ChrIII_A_nidulans_FGSC_A4	92820	94713	An_laeA_20h_HA_withCtrl_peak_11	99	.	3.39408	11.60812	9.92514	ChrIII_A_nidulans_FGSC_A4	94636	94636	AN5067	.	+	0
ChrIII_A_nidulans_FGSC_A4	140882	142262	An_laeA_20h_HA_withCtrl_peak_12	148	.	3.65952	16.63023	14.83104	ChrIII_A_nidulans_FGSC_A4	140797	140797	AN5055	.	-	-85
ChrIII_A_nidulans_FGSC_A4	140882	142262	An_laeA_20h_HA_withCtrl_peak_12	148	.	3.65952	16.63023	14.83104	ChrIII_A_nidulans_FGSC_A4	142757	142757	AN5054	.	+	-495
ChrIII_A_nidulans_FGSC_A4	152791	154105	An_laeA_20h_HA_withCtrl_peak_13	37	.	2.39997	5.19412	3.72670	ChrIII_A_nidulans_FGSC_A4	152756	152756	AN5051	.	-	-35
ChrIII_A_nidulans_FGSC_A4	156137	158075	An_laeA_20h_HA_withCtrl_peak_14	45	.	2.40867	6.09521	4.59908	ChrIII_A_nidulans_FGSC_A4	156260	156260	AN5050	.	-	0
ChrIII_A_nidulans_FGSC_A4	214885	215501	An_laeA_20h_HA_withCtrl_peak_15	48	.	2.88909	6.40992	4.87895	ChrIII_A_nidulans_FGSC_A4	216106	216106	AN5035	.	+	-605
ChrIII_A_nidulans_FGSC_A4	241771	244769	An_laeA_20h_HA_withCtrl_peak_16	48	.	2.71061	6.33940	4.81874	ChrIII_A_nidulans_FGSC_A4	244446	244446	AN11779	.	-	0
ChrIII_A_nidulans_FGSC_A4	241771	244769	An_laeA_20h_HA_withCtrl_peak_16	48	.	2.71061	6.33940	4.81874	ChrIII_A_nidulans_FGSC_A4	244646	244646	AN5027	.	+	0
ChrIII_A_nidulans_FGSC_A4	241771	244769	An_laeA_20h_HA_withCtrl_peak_16	48	.	2.71061	6.33940	4.81874	ChrIII_A_nidulans_FGSC_A4	241562	241562	AN5028	.	-	-209
ChrIII_A_nidulans_FGSC_A4	277961	278228	An_laeA_20h_HA_withCtrl_peak_17	23	.	1.87237	3.69837	2.31807	ChrIII_A_nidulans_FGSC_A4	278501	278501	AN5014	.	+	-273
ChrIII_A_nidulans_FGSC_A4	284901	285229	An_laeA_20h_HA_withCtrl_peak_18	33	.	2.39763	4.77003	3.32000	ChrIII_A_nidulans_FGSC_A4	284851	284851	AN11778	.	-	-50
ChrIII_A_nidulans_FGSC_A4	294727	295338	An_laeA_20h_HA_withCtrl_peak_19	185	.	3.92129	20.50999	18.54044	ChrIII_A_nidulans_FGSC_A4	294889	294889	AN11776	.	-	0
ChrIII_A_nidulans_FGSC_A4	294727	295338	An_laeA_20h_HA_withCtrl_peak_19	185	.	3.92129	20.50999	18.54044	ChrIII_A_nidulans_FGSC_A4	295546	295546	AN5009	.	+	-208
ChrIII_A_nidulans_FGSC_A4	316853	320549	An_laeA_20h_HA_withCtrl_peak_20	126	.	3.35298	14.46186	12.67523	ChrIII_A_nidulans_FGSC_A4	316108	316108	AN5003	.	-	-745
ChrIII_A_nidulans_FGSC_A4	329509	331530	An_laeA_20h_HA_withCtrl_peak_21	48	.	2.73190	6.35122	4.82588	ChrIII_A_nidulans_FGSC_A4	332183	332183	AN4998	.	+	-653
ChrIII_A_nidulans_FGSC_A4	329509	331530	An_laeA_20h_HA_withCtrl_peak_21	48	.	2.73190	6.35122	4.82588	ChrIII_A_nidulans_FGSC_A4	328650	328650	AN5000	.	-	-859
ChrIII_A_nidulans_FGSC_A4	352225	354199	An_laeA_20h_HA_withCtrl_peak_22	66	.	2.54970	8.27517	6.67752	ChrIII_A_nidulans_FGSC_A4	352207	352207	AN4991	.	-	-18
ChrIII_A_nidulans_FGSC_A4	357637	358109	An_laeA_20h_HA_withCtrl_peak_24	257	.	4.38626	27.84924	25.71299	ChrIII_A_nidulans_FGSC_A4	357718	357718	AN4990	.	-	0
